Date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2000-01-01,7.3,3.1,9.0,1.8,229.0,2.3,1024.5
2000-01-02,9.5,8.0,11.0,2.533333333333333,225.0,11.6,1025.2
2000-01-03,9.4,5.6,11.2,2.0,233.0,16.8,1018.5
2000-01-04,5.7,2.8,9.5,3.8,225.0,12.075000000000001,1014.8
2000-01-05,7.1,1.9,10.64,2.9,229.0,15.575000000000003,1018.4200000000001
2000-01-06,8.8,4.3,9.879999999999999,2.9,230.33333333333334,16.900000000000002,1016.7250000000001
2000-01-07,8.8,5.7,11.2,1.9,217.0,17.6,1017.2
2000-01-08,8.3,5.5,10.3,0.0,241.0,16.3,1016.4
2000-01-09,2.9,3.7399999999999998,7.2,0.75,219.5,15.9,1022.35
2000-01-10,1.3,-5.2,6.8,0.0,233.6,5.7,1020.9200000000001
2000-01-11,8.9,7.4,10.1,1.2,213.0,16.7,1032.4
2000-01-12,7.3,5.3,8.3,1.5,207.0,23.2,1023.4
2000-01-13,4.7,2.3,6.4,2.5,290.0,13.8,1015.2
2000-01-14,4.0,1.9,5.9,0.8,350.0,11.6,1022.9
2000-01-15,5.2,3.3,6.7,1.5999999999999999,36.0,12.7,1036.4
2000-01-16,4.6,3.4,6.7,1.3666666666666665,323.0,7.5,1040.2
2000-01-17,5.0,2.0,8.8,0.8,289.0,11.4,1037.6
2000-01-18,6.6,3.8,8.1,0.8,322.0,13.0,1034.9
2000-01-19,6.1,4.1,7.0,0.8,4.0,11.5,1036.8
2000-01-20,4.2,2.1,5.3,1.3666666666666665,275.0,11.1,1034.5
2000-01-21,6.3,5.1,8.7,1.3666666666666665,292.0,12.5,1032.4
2000-01-22,5.4,3.8,7.3,1.8,303.0,20.6,1020.1
2000-01-23,3.6,0.7,6.6,1.5,344.0,14.7,1024.2
2000-01-24,3.7,2.3,4.8,1.65,7.0,8.5,1025.1
2000-01-25,3.9,1.9,5.7,1.65,250.0,7.7,1029.1
2000-01-26,4.6,3.1,7.2,1.5,253.0,9.9,1032.4
2000-01-27,3.0,1.2,6.3,1.5,250.0,11.8,1029.4
2000-01-28,5.9,1.6,8.9,1.5,239.0,21.6,1014.7
2000-01-29,11.5,8.5,13.1,1.2666666666666666,252.0,31.7,1000.0
2000-01-30,12.0,11.1,13.1,1.5,252.0,26.8,1012.6
2000-01-31,11.7,10.8,13.0,1.5,242.0,24.0,1019.9
2000-02-01,10.0,9.4,10.8,0.8,206.0,19.1,1015.1
2000-02-02,7.9,4.9,9.8,1.325,295.0,15.1,1021.1
2000-02-03,7.5,5.7,9.2,1.2666666666666666,243.0,13.0,1033.2
2000-02-04,9.7,8.1,11.3,1.5,234.0,20.6,1031.6
2000-02-05,9.2,7.5,11.9,2.8000000000000003,224.0,15.1,1026.2
2000-02-06,10.5,8.5,12.0,2.8000000000000003,221.0,17.6,1015.9
2000-02-07,8.6,6.3,11.5,5.1,236.0,22.8,1010.2
2000-02-08,9.0,5.0,13.7,1.8,255.0,27.7,1006.0
2000-02-09,7.3,3.6,10.9,4.375,251.0,19.9,1022.2
2000-02-10,7.0,2.5,9.4,4.8,249.0,25.1,1015.5
2000-02-11,6.7,3.2,10.3,4.133333333333334,240.0,14.5,1027.0
2000-02-12,7.9,6.6,9.3,5.8,238.0,21.3,1017.7
2000-02-13,7.6,6.0,9.1,3.7999999999999994,284.0,13.1,1019.9
2000-02-14,3.8,-3.6,9.7,3.3,258.5,8.7,1015.4
2000-02-15,7.5,5.7,9.1,0.8,246.0,16.0,1013.0
2000-02-16,4.4,1.8,8.0,1.4666666666666666,271.0,26.8,1004.3
2000-02-17,5.1,1.4,8.4,1.4666666666666666,272.0,15.3,1010.5
2000-02-18,9.3,7.0,10.8,2.8,256.0,20.3,1002.4
2000-02-19,6.6,4.5,8.0,0.8,324.0,15.6,1014.9
2000-02-20,3.1,-2.6,9.5,1.4,237.4,3.1,1029.7
2000-02-21,6.1,2.8,10.0,0.5,230.8,9.0,1018.2
2000-02-22,6.9,3.8,10.2,1.1500000000000001,146.0,8.0,1023.8
2000-02-23,9.3,6.3,11.6,1.5,189.0,11.4,1025.98
2000-02-24,10.3,7.2,12.2,1.8,239.0,14.4,1020.2
2000-02-25,5.5,2.0,10.1,2.6,266.0,8.3,1027.6
2000-02-26,7.5,4.1,10.3,3.66,215.0,10.8,1028.6
2000-02-27,10.7,9.1,12.0,1.5,212.0,24.6,1015.7
2000-02-28,8.8,6.7,10.6,5.6,241.0,23.0,1009.7
2000-02-29,7.8,5.5,10.1,7.9,238.0,21.06,1015.4200000000001
2000-03-01,5.7,5.183333333333333,9.3,0.8,253.6,22.18,1015.0400000000002
2000-03-02,7.5,3.6,10.8,5.6,240.0,21.5,1016.2
2000-03-03,8.8,4.7,11.1,8.1,282.0,25.4,1006.9
2000-03-04,4.5,1.5,7.3,3.466666666666667,293.0,16.4,1026.7
2000-03-05,6.2,2.7,9.6,3.6999999999999997,251.0,13.3,1031.9
2000-03-06,8.8,5.8,11.3,3.6999999999999997,233.0,16.8,1026.7
2000-03-07,11.6,9.0,14.0,1.5,257.0,24.6,1027.34
2000-03-08,12.5,10.9,14.5,1.5,244.0,23.7,1026.42
2000-03-09,13.6,12.2,16.5,1.5,271.0,22.5,1024.9
2000-03-10,11.4,8.3,13.8,1.5,244.0,16.4,1026.5
2000-03-11,10.7,8.4,13.0,1.5,295.0,15.6,1022.1
2000-03-12,10.3,6.5,14.3,1.5,266.0,10.0,1026.2
2000-03-13,9.5,3.3,13.9,1.5,242.0,7.7,1026.4
2000-03-14,10.5,6.6,13.1,1.5,284.0,22.1,1024.3
2000-03-15,8.2,4.1,12.3,1.5,293.0,15.5,1033.6
2000-03-16,9.5,6.9,11.8,1.5,291.0,12.7,1034.1
2000-03-17,9.2,8.2,10.2,1.5,318.0,10.2,1034.2
2000-03-18,8.3,4.966666666666666,12.366666666666667,1.5,207.0,11.920000000000002,1031.98
2000-03-19,7.5,4.0,11.9,1.5,47.0,11.0,1035.8
2000-03-20,7.6,1.8,13.9,1.5,150.33333333333334,8.7,1023.8800000000001
2000-03-21,8.7,4.8,14.1,2.8,86.0,10.2,1022.2
2000-03-22,8.5,3.0,16.0,2.9,138.5,1.0,1016.6
2000-03-23,10.0,4.5,14.6,2.9,169.0,11.1,1010.6
2000-03-24,10.3,7.1,14.4,2.8,206.0,12.7,1006.5
2000-03-25,8.7,5.9,11.9,3.0,215.0,13.9,1009.3
2000-03-26,6.3,1.6,11.2,2.2800000000000002,101.0,16.116666666666667,1012.9666666666666
2000-03-27,6.4,4.3,9.4,2.0,14.0,16.8,1013.6
2000-03-28,5.6,4.8,7.3,1.8,29.0,20.4,1020.5
2000-03-29,5.7,4.2,7.1,1.8,41.0,21.8,1017.3
2000-03-30,6.7,5.5,8.3,1.5,30.0,15.3,1014.4
2000-03-31,7.3,5.3,10.0,5.140000000000001,41.0,7.6,1007.5
2000-04-01,8.2,5.2,12.4,0.8,178.0,9.8,1001.0
2000-04-02,10.8,8.6,14.1,7.720000000000001,149.0,12.8,997.3
2000-04-03,8.0,4.6,10.0,19.8,34.0,17.9,989.1
2000-04-04,3.2,1.9,4.4,15.0,1.0,22.8,998.0
2000-04-05,5.5,2.5,9.6,1.5,11.0,19.6,1016.3
2000-04-06,5.7,0.3,10.6,10.274999999999999,62.0,13.6,1010.1
2000-04-07,8.1,-0.2,15.1,7.099999999999999,37.2,7.4,1033.0
2000-04-08,9.8,2.0,17.3,4.3999999999999995,77.6,4.6,1014.2800000000001
2000-04-09,9.8,6.3,14.8,4.8,49.0,21.3,1014.1
2000-04-10,8.0,4.3,11.6,5.275,63.0,16.3,1014.1
2000-04-11,6.4,5.0,8.1,6.9,203.0,9.9,993.9
2000-04-12,4.4,2.9,6.9,4.3,239.0,13.2,983.7
2000-04-13,5.9,4.0,9.5,5.1,273.0,13.5,989.9
2000-04-14,6.7,4.0,10.2,7.119999999999999,352.0,9.3,991.7166666666667
2000-04-15,4.8,3.9,5.9,13.2,13.0,19.0,993.9
2000-04-16,8.1,3.6,13.5,8.133333333333331,139.0,12.1,995.9
2000-04-17,9.4,6.9,12.4,6.1,201.0,21.0,993.0
2000-04-18,10.3,7.5,13.7,6.866666666666667,189.0,13.2,1001.4
2000-04-19,12.3,8.3,17.5,2.6333333333333333,194.0,12.2,1006.1
2000-04-20,13.0,11.4,14.7,2.6333333333333333,191.0,15.3,1005.7
2000-04-21,11.9,8.040000000000001,15.5,1.3,201.0,12.3,1005.8
2000-04-22,11.4,8.720000000000002,15.8,0.5,196.5,12.875,1006.8
2000-04-23,11.4,7.2,15.1,2.6399999999999997,230.0,8.5,1010.0
2000-04-24,10.4,5.8,15.3,1.5,181.5,11.225,1007.4
2000-04-25,13.0,10.9,15.5,5.8,171.0,15.5,1005.4
2000-04-26,12.4,10.6,16.0,4.1,178.0,10.1,1005.0
2000-04-27,12.9,9.9,17.5,3.2249999999999996,147.0,10.8,1009.2
2000-04-28,11.8,10.2,13.0,1.5,43.0,10.6,1007.5
2000-04-29,14.5,10.2,19.7,2.8,212.0,11.0,1014.1
2000-04-30,12.5,11.0,14.5,1.15,59.0,8.8,1021.9
2000-05-01,12.2,7.8,15.8,1.2666666666666666,47.0,13.7,1023.9
2000-05-02,10.9,8.7,14.3,1.15,48.0,16.5,1025.4
2000-05-03,9.8,8.5,11.4,0.8,38.0,16.5,1024.0
2000-05-04,10.0,8.2,12.1,1.5,45.0,16.5,1022.4
2000-05-05,12.5,7.3,19.3,1.0333333333333334,40.0,19.4,1017.2
2000-05-06,16.8,9.4,25.5,1.0333333333333334,60.0,12.2,1012.5
2000-05-07,18.3,14.2,22.5,1.15,66.0,9.9,1014.3
2000-05-08,14.9,10.4,18.6,0.8,40.0,8.4,1017.0
2000-05-09,16.2,11.6,22.1,3.466666666666667,16.0,7.9,1018.2
2000-05-10,15.0,12.5,16.7,3.466666666666667,41.0,13.6,1017.6
2000-05-11,13.4,10.9,17.8,8.1,38.0,20.5,1018.3
2000-05-12,13.9,9.0,18.5,1.5,60.0,12.0,1020.5
2000-05-13,18.8,15.0,24.4,4.8,126.0,6.7,1021.2
2000-05-14,20.8,15.6,26.2,3.6999999999999997,157.0,8.1,1022.4
2000-05-15,21.1,15.4,26.6,4.033333333333333,169.0,9.6,1017.6
2000-05-16,17.8,11.7,22.4,4.466666666666666,212.0,15.6,1010.8
2000-05-17,12.9,11.5,16.0,1.5,240.0,26.1,1008.9
2000-05-18,11.1,7.2,15.5,9.1,262.0,16.2,1011.46
2000-05-19,11.4,9.0,13.9,2.8,275.0,16.7,1008.0
2000-05-20,12.5,8.1,16.7,5.84,242.0,10.5,1012.0
2000-05-21,11.7,8.4,16.0,13.0,267.0,9.4,1011.55
2000-05-22,14.5,10.0,18.8,5.499999999999999,242.0,14.2,1014.4
2000-05-23,13.2,11.6,14.3,2.8,232.16666666666666,12.966666666666667,1011.4799999999999
2000-05-24,13.3,9.3,17.5,1.8,207.0,10.7,1011.8
2000-05-25,12.1,9.3,16.1,7.1,273.0,21.4,1010.7
2000-05-26,12.1,10.7,14.2,15.7,162.0,11.6,1008.5
2000-05-27,10.8,7.5,13.8,6.1,231.0,24.0,1005.4
2000-05-28,9.8,6.1,13.8,17.0,280.0,21.2,1001.4
2000-05-29,12.0,7.6,16.6,3.8,252.0,14.9,1012.6
2000-05-30,13.2,10.6,15.3,1.5,135.0,7.8,1013.1
2000-05-31,14.4,9.2,19.1,5.9,198.0,9.4,1018.0
2000-06-01,14.7,13.1,18.0,1.3,221.0,18.2,1016.1
2000-06-02,16.2,13.3,19.5,1.4000000000000008,231.0,13.7,1017.4
2000-06-03,18.9,13.5,25.2,1.3,200.0,8.0,1016.5
2000-06-04,16.2,13.3,18.6,1.3,244.0,14.4,1016.5
2000-06-05,13.9,11.4,16.3,1.3,222.16666666666666,8.0,1018.8
2000-06-06,14.9,12.3,18.6,1.3,255.0,13.2,1019.7
2000-06-07,15.8,11.1,21.8,1.3,242.0,10.7,1023.5
2000-06-08,17.7,12.5,22.3,1.3,161.0,16.8,1015.1
2000-06-09,17.4,14.2,19.5,1.3,162.0,10.7,1008.7
2000-06-10,15.4,11.3,20.3,1.3,245.0,14.2,1016.3
2000-06-11,15.5,12.2,19.4,1.3,254.0,17.5,1017.9
2000-06-12,18.7,13.2,25.3,1.3,235.0,18.5,1023.2
2000-06-13,17.9,14.4,22.1,1.3,253.0,20.3,1024.7
2000-06-14,18.2,15.7,21.6,1.3,243.0,17.8,1023.2
2000-06-15,17.9,15.7,21.2,1.3,263.0,12.9,1025.1
2000-06-16,18.1,15.2,21.6,1.3,93.0,10.1,1026.9
2000-06-17,20.3,17.083333333333332,25.9,1.3,194.33333333333334,12.733333333333333,1020.7166666666667
2000-06-18,25.0,18.6,31.0,1.5,153.0,11.6,1022.0
2000-06-19,26.2,22.1,32.2,1.15,194.0,12.7,1014.5
2000-06-20,18.2,15.2,21.3,1.7,220.0,11.3,1012.6
2000-06-21,17.5,15.1,19.0,1.5,215.0,21.0,1009.3
2000-06-22,15.6,13.9,18.5,0.8,220.0,21.7,1010.5
2000-06-23,15.0,12.2,17.6,2.8,270.0,20.1,1015.9
2000-06-24,12.0,9.2,14.9,1.65,292.0,14.1,1018.4
2000-06-25,14.4,10.3,18.0,1.7,333.0,5.7,1018.8833333333332
2000-06-26,15.5,12.7,18.5,1.5,122.0,8.1,1024.8
2000-06-27,17.7,13.1,22.3,4.8,150.0,7.8,1023.1
2000-06-28,17.4,15.3,20.7,3.3666666666666667,124.0,8.5,1020.6
2000-06-29,16.6,14.2,19.2,2.9,199.0,8.9,1020.4
2000-06-30,16.1,14.1,19.5,8.1,90.0,12.0,1015.0
2000-07-01,17.9,15.1,21.9,0.5,168.0,8.3,1009.2
2000-07-02,18.1,13.7,22.8,1.5,232.0,8.6,1009.8
2000-07-03,19.8,16.3,24.8,0.8,242.0,8.8,1009.1
2000-07-04,16.3,14.266666666666666,18.3,4.949999999999999,135.0,10.183333333333334,1012.8666666666667
2000-07-05,15.3,13.7,17.1,17.0,10.0,8.6,1012.5
2000-07-06,18.0,14.7,22.6,7.2,125.0,9.1,1018.0
2000-07-07,15.0,12.1,16.9,9.6,33.0,17.7,1018.6
2000-07-08,15.0,12.4,17.6,1.3,265.0,14.4,1016.7
2000-07-09,15.3,13.6,17.5,9.7,232.0,15.6,999.0
2000-07-10,13.5,12.3,15.6,10.4,276.0,18.8,992.4
2000-07-11,12.9,11.0,16.0,0.8,316.0,15.3,1005.5
2000-07-12,14.6,10.2,19.2,6.16,247.0,13.2,1014.2
2000-07-13,16.3,14.5,20.6,6.1,262.0,15.0,1010.9
2000-07-14,14.9,13.4,16.3,3.8,288.0,19.2,1011.1
2000-07-15,13.8,11.6,20.099999999999998,4.95,225.6,11.366666666666667,1015.28
2000-07-16,13.9,9.8,18.2,4.95,239.6,8.4,1016.6400000000001
2000-07-17,17.1,12.2,21.6,3.8,35.0,6.2,1019.6
2000-07-18,17.4,9.5,24.7,3.8,296.0,6.2,1020.6
2000-07-19,18.3,11.2,24.6,3.8,317.0,9.3,1021.0
2000-07-20,20.8,16.8,25.3,1.5,339.0,9.5,1022.4
2000-07-21,19.5,15.8,24.8,1.5,74.0,11.2,1025.0
2000-07-22,16.0,13.1,20.2,1.5,58.0,18.5,1022.2
2000-07-23,15.2,12.6,17.9,1.5,57.0,18.7,1016.1
2000-07-24,14.4,12.9,16.5,1.5,27.0,15.1,1010.0
2000-07-25,15.7,12.8,18.4,2.9333333333333336,67.0,7.3,1007.9
2000-07-26,18.8,15.1,23.4,2.9333333333333336,213.0,8.1,1009.6
2000-07-27,19.7,16.4,24.2,3.6500000000000004,228.0,10.0,1012.5
2000-07-28,18.2,15.7,21.0,5.8,246.0,12.0,1013.5
2000-07-29,19.5,15.1,24.7,5.8,261.0,11.9,1016.3
2000-07-30,19.9,15.4,24.3,5.8,255.0,10.6,1021.2
2000-07-31,21.4,17.8,25.2,6.449999999999999,230.0,11.8,1021.4
2000-08-01,19.0,13.6,24.3,7.1,218.0,12.4,1018.1500000000001
2000-08-02,17.9,14.7,22.6,7.1,227.0,16.7,1013.8
2000-08-03,15.9,14.5,18.9,7.1,264.0,11.7,1014.1
2000-08-04,17.9,14.9,22.0,7.1,325.0,11.7,1022.1
2000-08-05,19.1,14.9,23.9,7.0,281.0,8.4,1024.5
2000-08-06,20.8,17.6,24.1,7.0,285.0,12.0,1024.5
2000-08-07,20.6,18.1,23.7,6.9,305.0,11.9,1023.8
2000-08-08,19.6,18.0,21.6,6.9,229.0,6.1,1021.0
2000-08-09,19.5,16.4,23.1,6.9,200.0,11.6,1018.6
2000-08-10,19.9,16.9,24.7,6.9,266.0,14.8,1019.625
2000-08-11,19.7,15.1,25.3,4.1000000000000005,274.0,3.8,1018.2333333333335
2000-08-12,19.9,11.7,27.0,1.3,209.0,7.2,1016.8500000000001
2000-08-13,18.6,14.2,24.5,1.4,192.0,7.7,1015.1
2000-08-14,19.8,17.7,23.2,1.3,215.0,19.8,1015.1
2000-08-15,18.6,14.7,23.2,1.4333333333333333,247.0,17.0,1013.4000000000001
2000-08-16,18.7,14.7,23.1,1.5,217.5,14.450000000000001,1012.2333333333332
2000-08-17,17.2,14.4,23.0,1.4,235.0,18.0,1011.4000000000001
2000-08-18,16.8,13.2,19.7,1.5,183.0,10.9,1011.7
2000-08-19,18.8,15.9,22.4,1.3,233.0,13.3,1009.9
2000-08-20,17.8,14.2,21.3,1.4,101.0,8.2,1012.6
2000-08-21,17.0,13.3,21.9,1.4,233.0,11.7,1013.8
2000-08-22,16.2,8.9,23.0,1.3,163.0,7.5,1019.1
2000-08-23,18.0,13.6,22.5,6.1,69.0,17.9,1023.1
2000-08-24,19.5,13.5,26.0,6.1,70.0,10.9,1023.4
2000-08-25,19.7,16.2,23.7,3.9499999999999997,73.0,19.6,1019.4
2000-08-26,19.1,17.6,21.0,6.1,193.0,10.6,1009.9
2000-08-27,17.2,14.4,21.4,3.9499999999999997,239.0,11.2,1014.0
2000-08-28,16.5,13.4,20.4,1.8,245.0,10.6,1017.4
2000-08-29,17.3,12.7,21.5,5.0,254.0,7.3,1019.3
2000-08-30,16.7,12.8,21.4,3.4666666666666663,239.0,10.6,1019.1
2000-08-31,17.2,13.0,22.6,3.4666666666666663,168.0,9.4,1011.1
2000-09-01,15.6,13.7,18.1,7.1,234.0,14.4,1001.2
2000-09-02,15.6,13.3,19.5,1.5,294.0,13.5,1006.4
2000-09-03,13.9,10.1,17.3,3.2999999999999994,356.0,12.1,1018.9
2000-09-04,15.0,10.6,19.8,3.2999999999999994,277.0,8.0,1023.3
2000-09-05,16.4,12.8,20.7,1.4,219.0,13.2,1020.5
2000-09-06,16.1,12.4,20.5,1.3,251.0,18.0,1011.2
2000-09-07,15.8,11.8,19.0,1.15,237.0,13.2,1014.9
2000-09-08,18.4,16.8,20.3,1.15,242.0,10.8,1017.6333333333332
2000-09-09,18.8,15.9,22.4,1.0,245.0,6.5,1022.6
2000-09-10,21.5,17.0,27.0,1.0,220.0,5.7,1021.9
2000-09-11,22.3,17.2,27.9,1.0,132.0,9.4,1014.7
2000-09-12,18.9,15.9,23.2,13.2,253.0,15.7,1010.8
2000-09-13,17.9,15.8,21.3,15.6,241.0,9.7,1013.1
2000-09-14,17.6,14.4,21.5,15.6,195.0,11.8,1013.6
2000-09-15,16.2,13.9,17.3,25.4,193.0,10.8,1007.0
2000-09-16,15.0,12.5,17.4,5.8,290.0,20.0,1010.2
2000-09-17,15.8,13.3,19.6,13.95,235.0,10.5,1011.3
2000-09-18,14.8,13.1,16.9,13.95,197.0,11.7,1001.8
2000-09-19,14.2,12.5,16.5,18.0,90.0,9.7,996.6
2000-09-20,13.2,10.7,17.0,6.6,170.0,9.4,1001.7
2000-09-21,14.7,11.3,18.1,8.7,148.0,10.8,1012.6
2000-09-22,18.7,15.7,22.5,1.5,200.0,11.3,1017.2
2000-09-23,19.9,16.9,24.4,3.533333333333333,107.0,14.3,1018.1
2000-09-24,15.8,14.0,18.2,2.0,156.0,10.9,1014.0
2000-09-25,14.4,12.2,18.0,4.033333333333333,198.0,10.8,1018.8
2000-09-26,17.1,12.1,20.7,2.5,166.66666666666666,13.133333333333333,1009.75
2000-09-27,15.1,12.8,17.8,3.966666666666667,210.0,17.9,1010.3
2000-09-28,16.0,13.6,19.3,8.1,199.0,13.4,998.7
2000-09-29,16.2,13.9,19.3,1.3,130.0,11.5,998.6
2000-09-30,16.3,14.4,19.5,5.025,153.0,7.8,1003.6
2000-10-01,11.5,5.9,18.5,0.8,195.0,8.3,1004.7
2000-10-02,13.1,10.9,15.3,9.9,256.0,16.8,1005.6
2000-10-03,14.0,10.3,16.3,4.166666666666667,198.0,13.0,1016.9
2000-10-04,13.8,12.4,15.7,6.375,234.0,14.6,1017.7
2000-10-05,12.4,9.7,15.0,1.8,246.0,15.8,1016.7
2000-10-06,10.9,7.7,14.1,7.4,278.0,14.1,1025.1
2000-10-07,11.1,9.6,13.2,13.0,189.0,8.3,1021.0
2000-10-08,12.9,10.4,14.9,7.7,264.0,11.4,1014.1
2000-10-09,10.5,7.8,12.4,8.775,201.0,13.4,1002.2
2000-10-10,9.9,7.3,13.0,5.1,237.0,20.2,983.7
2000-10-11,10.4,7.4,14.3,10.9,219.0,18.7,971.7
2000-10-12,12.0,10.2,15.1,6.1,201.0,7.9,987.4
2000-10-13,9.8,5.3,16.0,5.9,190.2,2.4,1007.1
2000-10-14,11.8,10.0,13.8,1.5,209.0,8.8,1015.2
2000-10-15,12.8,10.2,15.5,4.3999999999999995,85.0,6.5,1012.9
2000-10-16,11.4,8.5,13.6,3.55,187.4,10.0,1006.3
2000-10-17,11.2,7.6,15.4,3.55,225.0,12.3,1020.5
2000-10-18,14.1,12.7,16.7,5.6,204.0,11.7,1014.9
2000-10-19,10.8,6.8,15.1,7.966666666666668,214.0,6.8,1017.6
2000-10-20,10.0,4.9,14.4,6.175000000000001,99.0,5.1,1013.8
2000-10-21,10.7,10.0,11.5,17.5,178.66666666666666,7.5,1016.5
2000-10-22,10.9,9.3,13.6,0.8,120.0,1.8,1022.7
2000-10-23,14.0,12.0,16.4,0.8,207.0,15.2,1015.4
2000-10-24,12.0,10.7,13.3,1.5,228.0,18.3,1016.9
2000-10-25,13.3,11.3,14.9,0.8,242.0,23.6,1007.1
2000-10-26,10.1,6.7,13.5,4.2,247.0,17.3,1013.9
2000-10-27,13.1,10.2,15.5,3.6,229.0,16.6,1011.7
2000-10-28,13.0,9.3,15.7,15.5,186.0,19.6,1004.0
2000-10-29,10.9,8.5,13.1,3.0,226.0,25.3,999.3
2000-10-30,11.0,7.9,13.4,34.0,224.0,30.0,981.3
2000-10-31,10.7,9.3,13.0,1.3,238.0,20.6,989.5
2000-11-01,8.9,6.5,11.2,0.8,230.0,21.5,994.2
2000-11-02,7.8,4.4,10.9,11.7,184.0,19.3,987.4
2000-11-03,8.7,6.9,11.1,8.559999999999999,246.0,13.1,993.3
2000-11-04,5.8,0.7,11.3,8.86,220.0,5.9,1006.2
2000-11-05,6.6,0.4,11.0,2.8,211.6,16.6,997.7
2000-11-06,10.0,9.0,11.2,26.2,87.0,13.2,971.6
2000-11-07,8.6,7.7,10.5,2.8,321.0,10.8,998.3400000000001
2000-11-08,8.1,6.283333333333334,11.033333333333331,7.62,219.6,15.766666666666666,998.4
2000-11-09,8.6,7.0,10.3,1.5,250.0,17.6,1002.6
2000-11-10,7.1,3.7,10.0,3.0333333333333337,231.0,14.1,1013.6
2000-11-11,11.4,9.9,13.2,4.8,209.0,22.3,1006.5
2000-11-12,9.6,7.6,11.3,3.150000000000001,221.0,13.5,995.5
2000-11-13,4.3,-0.1,10.7,4.949999999999999,220.25,4.4,1004.8000000000001
2000-11-14,2.3,-1.1,8.5,3.5666666666666664,225.75,1.5,1002.6
2000-11-15,2.3,-2.5,7.8,2.9499999999999997,230.0,4.7,1007.7
2000-11-16,8.0,3.2,10.4,5.1,220.0,14.1,1002.9
2000-11-17,6.0,3.6,8.6,0.8,253.0,15.0,1010.6
2000-11-18,9.0,5.4,11.8,3.25,226.0,13.8,1006.3
2000-11-19,9.0,6.1,11.4,2.8,256.0,15.5,995.0
2000-11-20,6.2,4.4,7.3,2.225,221.0,9.5,995.6
2000-11-21,6.1,4.1,10.0,4.3,177.0,13.1,993.6
2000-11-22,9.4,7.8,10.8,1.0,201.0,24.8,994.3
2000-11-23,6.9,3.3,8.4,3.2399999999999998,244.0,6.6,996.5600000000001
2000-11-24,6.5,3.0,9.2,1.3,195.0,10.5,1004.0
2000-11-25,9.7,8.2,11.0,8.1,190.0,18.3,1001.6
2000-11-26,9.2,7.5,10.8,1.5,241.0,25.0,995.3
2000-11-27,9.8,7.3,13.0,4.68,188.0,11.6,1008.2
2000-11-28,14.1,10.1,15.6,9.7,194.0,20.6,1006.2
2000-11-29,12.4,10.0,14.2,2.8,179.0,19.2,1002.4
2000-11-30,9.8,6.3,13.449999999999998,6.866666666666666,191.5,16.71666666666667,1006.75
2000-12-01,11.8,9.9,13.7,8.1,176.0,22.1,1001.9
2000-12-02,11.1,9.8,12.8,6.074999999999999,204.0,13.5,1008.8
2000-12-03,9.3,6.8,11.4,7.166666666666665,208.0,13.3,1013.0
2000-12-04,11.8,9.5,13.6,10.9,189.0,21.1,1003.9
2000-12-05,13.0,12.2,13.8,2.5,177.0,18.6,1002.4
2000-12-06,11.4,9.4,12.8,6.04,185.0,21.0,1003.2
2000-12-07,9.8,7.8,12.5,1.0,114.0,17.9,996.9
2000-12-08,11.5,8.9,14.2,14.0,208.0,24.7,991.1
2000-12-09,10.0,8.8,11.5,1.8,210.0,20.0,1003.1
2000-12-10,10.9,10.0,12.5,8.1,210.0,24.5,1003.7
2000-12-11,13.6,12.8,14.2,1.8,217.0,26.3,1011.4
2000-12-12,13.7,12.4,14.4,7.1,224.0,19.8,1006.3
2000-12-13,11.1,8.9,12.8,4.8,243.0,25.7,1003.9
2000-12-14,7.5,5.3,9.2,1.3,250.0,17.5,1003.9
2000-12-15,5.2,3.9,7.0,3.6249999999999996,276.0,12.9,1008.8
2000-12-16,4.1,2.5,5.7,2.8,250.0,8.7,1012.9
2000-12-17,5.4,4.5,6.7,2.1333333333333333,183.0,8.0,1013.4
2000-12-18,7.1,5.2,8.7,1.3,81.0,12.2,1013.8
2000-12-19,9.5,7.9,11.0,3.8,126.0,10.2,1016.3
2000-12-20,9.5,8.4,10.1,2.55,122.0,15.8,1013.8
2000-12-21,6.3,3.8,7.8,3.733333333333333,93.0,12.8,1016.3
2000-12-22,5.6,4.8,6.4,4.133333333333333,74.0,14.6,1014.9
2000-12-23,4.6,2.8,5.6,4.3,103.0,13.4,1009.8
2000-12-24,6.0,4.8,6.9,6.1,64.0,18.3,1001.1
2000-12-25,4.1,3.0,4.6,2.5,58.0,26.7,999.3
2000-12-26,2.2,1.7,2.7,4.3,57.0,23.2,994.0
2000-12-27,2.5,1.7,3.3,4.3,5.0,14.7,993.1
2000-12-28,1.5,0.0,3.3,2.5,243.0,12.8,994.7
2000-12-29,-0.2,-1.4,2.0,7.1,262.0,10.8,999.1
2000-12-30,0.6,-1.6,3.0,6.6,267.0,12.9,1007.9
2000-12-31,2.7,-0.2,5.5,4.666666666666667,158.0,15.4,1008.0
2001-01-01,9.8,5.0,12.0,7.1,195.0,17.4,988.3
2001-01-02,10.2,9.2,11.0,6.1,206.0,21.3,983.8
2001-01-03,7.9,5.2,10.9,0.8,206.0,16.5,996.9
2001-01-04,9.7,8.4,10.8,9.9,212.0,15.7,989.4
2001-01-05,7.7,6.9,8.5,3.0,274.0,11.6,985.0
2001-01-06,6.8,5.0,8.7,4.566666666666666,242.0,13.4,998.0
